"","GENE_ID","LUSC1","LUSC2","LUSC3","LUSC4","LUSC5","LUSC6","NORM1","NORM2","NORM3"
"375","ENSG00000017483.13",1082,725,2354,3660,220,4418,3604,1360,2785
"376","ENSG00000017797.10",4677,5219,4374,6010,5458,6964,6333,2923,7301
"377","ENSG00000018189.11",417,1466,1094,2353,575,1940,1918,1592,3063
"378","ENSG00000018236.13",5799,113,915,3378,4309,4470,1432,794,1707
"379","ENSG00000018280.15",315,478,1227,1032,518,1449,1948,4685,12399
"380","ENSG00000018408.13",3341,3909,7755,6870,7440,13866,14285,8772,16035
"381","ENSG00000018510.11",1959,3021,2909,7942,3409,4045,3558,3151,5003
"382","ENSG00000018607.6",0,0,0,0,0,0,0,1,0
"383","ENSG00000018610.12",1145,1740,1655,2316,1266,1649,1523,1256,1534
"384","ENSG00000018625.13",1,13,67,46,1,25,2369,390,1277
"385","ENSG00000018699.10",1000,1424,1473,1609,801,1440,1314,794,1140
"386","ENSG00000018869.15",54,215,21,59,5,41,292,245,281
"387","ENSG00000019102.10",224,264,108,81,9,238,2238,5003,5973
"388","ENSG00000019144.15",985,5136,1374,4099,1090,2314,7055,2528,10425
"389","ENSG00000019169.10",100,294,498,266,27,1266,3525,20652,39735
"390","ENSG00000019186.8",14,119,340,119,30,658,77,22,2
"391","ENSG00000019485.11",1412,454,718,2182,1001,1091,1422,615,3316
"392","ENSG00000019505.6",17,527,13,388,6,490,102,29,28
"393","ENSG00000019549.7",2173,544,5095,3456,2410,5105,719,753,932
"394","ENSG00000019582.13",14230,103281,69444,106595,7768,80673,330756,292778,562835
"395","ENSG00000019991.14",18,165,86,266,161,469,3587,1426,2031
"396","ENSG00000019995.6",564,1003,554,1087,686,1385,1738,687,2274
"397","ENSG00000020129.14",1441,1548,2263,2842,1974,2157,1961,949,3250
"398","ENSG00000020181.16",557,2328,756,2941,453,1927,5288,1600,6469
"399","ENSG00000020219.9",0,0,1,0,1,0,1,0,0
"400","ENSG00000020256.18",2638,2216,3182,2748,1744,3119,1092,620,1051
"401","ENSG00000020426.9",1235,557,1621,2201,1238,857,734,813,850
"402","ENSG00000020577.12",568,312,223,1051,237,787,2855,1360,6825
"403","ENSG00000020633.17",830,2962,1636,3984,1998,2103,3136,799,3554
"404","ENSG00000020922.11",1461,4283,1438,2117,787,2054,1488,981,1668
"405","ENSG00000021300.12",13,1736,529,388,41,255,2501,1720,3732
"406","ENSG00000021355.11",1461,3924,4812,5937,4719,5861,11521,10767,25943
"407","ENSG00000021461.15",0,1,1,2,1,2,0,3,0
"408","ENSG00000021488.11",8,38,5,4,61,2,6,12,14
"409","ENSG00000021574.10",3292,2933,4456,4858,3602,5675,1631,1265,1762
"410","ENSG00000021645.16",141,51,1124,958,1366,266,940,292,1030
"411","ENSG00000021762.18",796,2103,903,2203,562,1231,3547,1500,4124
"412","ENSG00000021776.9",2865,5090,2502,5026,1764,4393,3919,1749,5309
"413","ENSG00000021826.13",143,90,35,128,45,96,372,68,201
"414","ENSG00000021852.11",1,1,4,0,0,8,116,1296,664
"415","ENSG00000022267.15",1816,519,4251,1885,193,849,52570,16320,42759
"416","ENSG00000022277.11",2818,9304,4635,6022,2391,4862,7053,5529,8856
"417","ENSG00000022355.13",0,0,0,1,8,0,1,0,1
"418","ENSG00000022556.14",3548,2337,63,20,26,177,788,313,1303
"419","ENSG00000022567.8",1865,5023,1105,1867,1104,4472,1238,960,2857
"420","ENSG00000022840.14",6511,8472,4901,9986,5451,9962,11404,5701,17669
"421","ENSG00000022976.14",415,221,319,625,854,289,321,378,562
"422","ENSG00000023041.10",732,2251,1349,1968,1130,1951,1909,2138,2589
"423","ENSG00000023171.13",55,137,183,251,86,133,298,263,728
"424","ENSG00000023191.15",6848,7296,14320,19280,7154,8333,14377,13842,28092
"425","ENSG00000023228.12",3686,5946,3104,3981,2567,7365,6263,3784,7733
"426","ENSG00000023287.11",3653,8830,3575,7885,3438,7094,5010,3163,5695
"427","ENSG00000023318.7",3022,4865,4254,6642,3803,7487,5593,5262,7095
"428","ENSG00000023330.13",1600,2547,3550,4014,2706,3095,3620,5100,8377
"429","ENSG00000023445.12",203,1358,769,2488,243,2537,8329,2497,13316
"430","ENSG00000023516.8",1327,2873,1387,3703,1646,5986,7169,2862,7646
"431","ENSG00000023572.7",206,408,478,506,257,694,276,421,342
"432","ENSG00000023608.4",1300,548,1412,1145,1664,817,725,837,457
"433","ENSG00000023697.11",2962,3612,2520,4793,2215,3740,2480,3357,2794
"434","ENSG00000023734.9",6897,14714,7490,11809,5744,11789,6227,5147,8266
"435","ENSG00000023839.9",64,28,59,844,91,151,40,38,58
"436","ENSG00000023892.10",1749,1449,1021,2702,1539,1122,1572,890,1937
"437","ENSG00000023902.12",1512,3746,4312,3949,1869,2878,4278,3549,4663
"438","ENSG00000023909.8",5703,1308,7731,14747,11801,46480,1817,1131,2176
"439","ENSG00000024048.9",1676,3421,1493,3526,1879,3148,4755,2356,5933
"440","ENSG00000024422.10",2875,2078,5912,7885,2284,8608,35519,10443,42554
"441","ENSG00000024526.15",791,1727,904,1216,1867,1182,66,56,39
"442","ENSG00000024862.15",533,2108,709,1211,1001,784,2116,2337,2165
"443","ENSG00000025039.13",279,1322,592,3105,1323,1496,1464,1419,3389
"444","ENSG00000025156.11",741,2572,799,853,1089,973,906,813,1079
"445","ENSG00000025293.14",1905,5176,1628,3646,1469,3466,4341,1756,5503
"446","ENSG00000025423.10",22,348,93,182,156,443,4545,6943,10227
"447","ENSG00000025434.17",577,2240,1138,1389,678,823,2036,2883,2333
"448","ENSG00000025708.11",1892,5864,9661,11410,1669,8482,5777,4472,8726
"449","ENSG00000025770.17",2608,3331,5936,4083,2432,2169,3031,2932,4392
"450","ENSG00000025772.7",1875,3685,3007,2216,1090,2228,1570,986,2688
"451","ENSG00000025796.12",3793,6982,3610,6473,3917,8067,7649,4353,10300
"452","ENSG00000025800.12",2446,6084,3319,5702,3952,9914,5655,2118,8791
"453","ENSG00000026025.12",7108,19642,19625,42271,10361,28057,147604,71033,170458
"454","ENSG00000026036.19",67,155,68,130,157,82,39,85,160
"455","ENSG00000026103.18",93,447,400,1149,127,1016,3509,2788,2688
"456","ENSG00000026297.14",2002,2329,1539,2280,1048,1418,2480,2225,3387
"457","ENSG00000026508.15",37122,27289,23774,71677,27187,79075,35833,31360,74240
"458","ENSG00000026559.12",238,55,289,756,303,270,15,24,30
"459","ENSG00000026652.12",30,674,672,470,318,759,841,755,1944
"460","ENSG00000026751.15",435,2967,2259,2297,431,1298,2007,1670,1412
"461","ENSG00000026950.15",245,2191,1018,2291,314,1181,8933,4881,5789
"462","ENSG00000027001.8",448,1605,838,1026,445,1158,1130,1012,1404
"463","ENSG00000027075.12",3170,1065,2392,4002,1941,1651,7979,3199,8354
"464","ENSG00000027644.4",3,117,4,13,9,7,3,7,7
"465","ENSG00000027697.11",1695,5245,3919,4866,5055,13080,15911,15772,23192
"466","ENSG00000027847.12",883,1100,1184,1555,1079,1217,1112,1342,1746
"467","ENSG00000027869.10",284,542,373,559,233,258,565,185,477
"468","ENSG00000028116.15",1010,1722,1619,2449,1172,1624,1217,1274,1623
"469","ENSG00000028137.15",714,2056,1635,3482,501,2393,11288,2981,13178
"470","ENSG00000028203.16",3783,3339,2780,5781,2854,3272,4364,3478,5611
"471","ENSG00000028277.19",70,358,500,1060,243,793,962,344,1069
"472","ENSG00000028310.16",1086,3764,2574,4266,6211,2294,2032,1568,3498
"473","ENSG00000028528.13",2989,6500,3511,8642,2908,5246,12514,8727,18733
"474","ENSG00000028839.8",1032,1868,1099,1870,1449,1218,1196,1233,979
"475","ENSG00000029153.13",4322,1663,4941,5509,2412,16143,678,314,427
"476","ENSG00000029363.14",5056,8978,5103,9002,4655,7534,7803,3988,9175
"477","ENSG00000029364.10",5491,6501,4392,8483,4608,6524,6193,3765,8317
"478","ENSG00000029534.18",8,97,32,129,31,79,145,57,107
"479","ENSG00000029559.6",14,91,36,240,17,52,0,0,3
"480","ENSG00000029639.9",536,804,560,722,790,461,444,615,468
"481","ENSG00000029725.15",1070,1474,2783,6005,2914,3010,4809,2463,6152
"482","ENSG00000029993.13",4971,6246,11711,7904,6052,3839,1106,683,1241
"483","ENSG00000030066.12",3445,12970,4116,6793,5358,4399,4106,3144,5154
"484","ENSG00000030110.11",1732,4499,1509,2340,835,2725,1398,1364,1741
"485","ENSG00000030304.11",3,1,12,9,18,12,260,32,167
"486","ENSG00000030419.15",844,1068,301,984,317,628,732,482,730
"487","ENSG00000030582.15",18816,25730,15125,34104,15739,35883,35828,42523,100549
"488","ENSG00000031003.9",569,1152,743,1412,499,1451,2951,2010,4196
"489","ENSG00000031081.9",247,2385,951,2048,448,3180,15232,4429,21768
"490","ENSG00000031691.6",564,1090,253,721,540,398,352,501,379
"491","ENSG00000031698.11",2040,6731,7059,8967,7748,6701,10522,8820,12758
"492","ENSG00000031823.13",3353,5484,3568,5494,4057,3197,4044,2745,6288
"493","ENSG00000032219.17",592,601,705,1811,655,947,2565,1602,2900
"494","ENSG00000032389.11",1593,3320,2451,2258,1775,2338,1287,1569,1721
"495","ENSG00000032444.14",2232,4826,2588,3501,3100,3292,5917,9286,20233
"496","ENSG00000032742.16",263,735,463,522,303,556,1100,857,1180
"497","ENSG00000033011.10",826,926,933,998,561,1074,1101,1066,1497
"498","ENSG00000033030.12",922,1877,1152,1842,1362,1471,1374,1260,1981
"499","ENSG00000033050.6",4236,5339,7006,6890,4855,4855,3353,2269,5431
"500","ENSG00000033100.13",1800,3802,4570,6013,6510,5417,3253,2109,5869
"501","ENSG00000033122.17",30,34,17,119,36,40,35,37,41
"502","ENSG00000033170.15",3170,1780,1352,2334,2067,1863,2297,1174,1811
"503","ENSG00000033178.11",3205,4136,3511,6502,2644,5491,2451,1750,3305
"504","ENSG00000033327.11",520,22727,387,1631,764,950,7189,2594,10761
"505","ENSG00000033627.13",945,2256,2688,3750,2704,5471,4640,2720,10568
"506","ENSG00000033800.12",1095,2532,1654,3082,1013,2674,4308,2800,6257
"507","ENSG00000033867.15",747,1153,1012,1541,1466,2109,1126,658,1173
"508","ENSG00000034053.13",1235,3406,1318,1210,136,1904,391,290,617
"509","ENSG00000034152.17",1728,1658,3811,3676,2821,2969,3468,2148,12177
"510","ENSG00000034239.9",8,25,855,53,37,137,1306,622,526
"511","ENSG00000034510.5",19383,76843,58317,49935,17950,41798,56429,114707,57140
"512","ENSG00000034533.10",400,885,552,837,487,662,724,498,786
"513","ENSG00000034677.10",710,3886,1859,3589,1943,3368,5976,4014,8341
"514","ENSG00000034693.13",530,1155,438,773,590,730,1106,1473,1301
"515","ENSG00000034713.6",941,3534,3258,4103,1118,4369,6530,9501,7004
"516","ENSG00000034971.13",1,0,4,12,0,0,1295,549,1215
"517","ENSG00000035115.20",1407,3657,1462,1626,1759,2255,2793,3815,4138
"518","ENSG00000035141.6",1802,4654,3927,4297,2503,1951,1180,1202,1628
"519","ENSG00000035403.15",810,4268,8650,11158,6469,18709,20122,4698,29560
"520","ENSG00000035499.11",793,827,841,690,592,466,45,46,28
"521","ENSG00000035664.10",46,594,142,322,160,369,2647,2157,6609
"522","ENSG00000035681.6",2166,2498,2944,4516,1525,3776,2335,1512,3098
"523","ENSG00000035687.9",4670,6231,9203,12000,3703,9335,3312,2501,4017
"524","ENSG00000035720.6",13,42,77,140,17,54,96,177,149
"525","ENSG00000035862.11",2098,12089,11255,37946,3070,18098,34649,15500,56236
"526","ENSG00000035928.13",1284,5564,2441,3910,2133,4963,4436,2367,5955
"527","ENSG00000036054.11",1381,4167,3468,4392,1439,3642,3001,3026,2972
"528","ENSG00000036257.11",2174,5410,2587,2984,1356,5842,4801,2783,6738
"529","ENSG00000036448.8",48,154,149,235,77,60,530,374,266
"530","ENSG00000036473.6",1,0,2,5,0,0,324,38,110
"531","ENSG00000036530.7",4,24,25,66,55,32,74,54,68
"532","ENSG00000036549.11",919,3734,1587,2997,1685,4573,2357,1694,2397
"533","ENSG00000036565.13",0,4,1,3,1,0,3,6,9
"534","ENSG00000036672.14",28,131,272,93,88,81,549,130,703
"535","ENSG00000036828.12",1,1,1,2,0,33,2,12,8
"536","ENSG00000037042.8",508,1034,564,1081,1596,720,1054,823,1697
"537","ENSG00000037241.6",505,1115,984,1034,575,792,663,1161,912
"538","ENSG00000037280.14",173,880,354,808,185,631,5272,1955,5920
"539","ENSG00000037474.13",4289,8098,6228,9220,13853,9683,2904,1905,5233
"540","ENSG00000037637.9",825,2934,1213,2504,1206,1468,2101,1493,3423
"541","ENSG00000037749.10",376,819,426,1165,413,1779,1930,693,2041
"542","ENSG00000037757.12",1202,3240,1621,1108,1432,1350,560,978,1273
"543","ENSG00000037897.15",1063,1865,3440,1747,1090,1163,465,557,1074
"544","ENSG00000037965.5",274,195,157,305,42,279,30,10,4
"545","ENSG00000038002.7",633,860,951,1718,1110,1624,1091,1917,1941
"546","ENSG00000038210.12",750,1802,1059,1364,1109,2095,1409,1671,1958
"547","ENSG00000038219.11",1325,3537,1475,3832,1735,5252,4939,1739,7035
"548","ENSG00000038274.15",1315,4662,2994,3915,1874,3889,8051,7996,7171
"549","ENSG00000038295.6",6,53,303,199,71,539,1774,239,492
"550","ENSG00000038358.13",909,1986,2514,3178,1686,2200,2500,826,4360
"551","ENSG00000038382.16",2510,5278,9395,8740,9174,8807,4720,3019,11425
"552","ENSG00000038427.14",1952,7679,18351,30393,9705,24098,7625,1748,11608
"553","ENSG00000038532.13",1236,1028,1298,2025,1814,2253,2484,1282,5863
"554","ENSG00000038945.13",146,2720,929,2449,89,2666,5519,26365,27988
"555","ENSG00000039068.17",17208,20859,26093,27788,20081,34285,8422,5640,23378
"556","ENSG00000039123.14",1834,2843,2238,2868,1434,3545,4249,2405,4975
"557","ENSG00000039139.9",6,157,896,119,37,280,2501,561,2133
"558","ENSG00000039319.15",922,1358,1027,1661,841,2275,3210,2435,3626
"559","ENSG00000039523.16",914,1557,2803,4629,1414,4515,15205,4902,16914
"560","ENSG00000039537.12",1,2,414,25,0,21,1416,248,634
"561","ENSG00000039560.12",1801,3537,4271,11002,3911,27525,6538,3476,9096
"562","ENSG00000039600.9",4,18,7,9,2,34,22,14,21
"563","ENSG00000039650.8",2073,2319,2140,2119,1839,1199,1092,1320,1839
"564","ENSG00000039987.5",7,6,3,16,5,58,0,0,3
"565","ENSG00000040199.17",227,416,281,533,224,735,962,345,1518
"566","ENSG00000040275.15",565,803,742,876,572,575,342,287,365
"567","ENSG00000040341.16",1369,7681,2055,3357,1765,3189,3331,1910,2810
"568","ENSG00000040487.11",403,1129,671,1155,833,621,653,757,1443
"569","ENSG00000040531.13",354,693,787,1960,928,676,1275,752,2022
"570","ENSG00000040608.12",829,421,558,996,1427,1226,257,320,433
"571","ENSG00000040633.11",953,1609,3183,3638,2388,1759,1623,2066,2742
"572","ENSG00000040731.9",0,1,0,1,1,7,8,16,25
"573","ENSG00000040933.14",676,1900,1243,2276,1659,2076,2556,1374,3657
"574","ENSG00000041353.8",296,1724,783,724,548,3751,1638,2101,2549
"575","ENSG00000041357.14",5794,9511,9230,13420,8619,7985,6542,7851,6262
"576","ENSG00000041515.14",5,470,23,67,74,44,43,58,38
"577","ENSG00000041802.9",6103,9871,10137,6416,10267,9973,2538,1660,3740
"578","ENSG00000041880.13",373,404,451,876,343,732,1580,1384,2656
"579","ENSG00000041982.13",64163,3512,145500,38183,39243,59710,4666,5314,21911
"580","ENSG00000041988.14",213,1245,641,671,446,404,861,1218,919
"581","ENSG00000042062.10",37,240,218,155,149,125,153,262,365
"582","ENSG00000042088.12",1500,1529,1540,1920,1559,808,864,469,677
"583","ENSG00000042286.13",701,557,922,2141,962,1434,1029,730,1833
"584","ENSG00000042304.9",0,0,1,1,0,0,0,0,0
"585","ENSG00000042317.15",121,304,153,175,242,169,551,573,482
"586","ENSG00000042429.9",1255,3789,1434,2326,1144,1983,1500,1207,2119
"587","ENSG00000042445.12",1482,2433,1405,2684,1916,3713,5396,2959,7227
"588","ENSG00000042493.14",4285,13468,8494,12553,3717,9004,8648,21726,24363
"589","ENSG00000042753.10",3709,5390,5634,5692,2601,3162,2898,5017,3927
"590","ENSG00000042781.11",32,8,11,7,6,17,15,8,8
"591","ENSG00000042813.6",0,1,0,2,0,0,1,5,3
"592","ENSG00000042832.10",1,16,117,255,200,454,72,37,32
"593","ENSG00000042980.11",192,322,597,720,354,1088,717,362,312
"594","ENSG00000043039.6",147,4052,88,156,7,844,65,33,96
"595","ENSG00000043093.12",4049,4093,3676,5952,3122,10453,1971,1911,2506
"596","ENSG00000043143.19",820,1253,7378,2849,1312,13627,5533,1892,7025
"597","ENSG00000043355.9",362,66,661,438,740,471,18,3,4
"598","ENSG00000043462.10",339,1587,879,2310,328,2362,5694,2346,6741
"599","ENSG00000043514.14",726,3127,1274,1483,1458,1500,920,976,1034
"600","ENSG00000043591.5",0,31,76,33,43,15,1935,665,3326
"601","ENSG00000044012.3",5,1,0,1,0,1,2,19,21
"602","ENSG00000044090.7",1920,3302,1446,4077,3082,2681,2497,1422,4339
"603","ENSG00000044115.19",10020,16433,16260,19054,11730,25168,34566,19512,52799
"604","ENSG00000044446.10",1778,1892,1731,2123,1477,1200,1408,1103,2639
"605","ENSG00000044459.13",214,775,497,1266,598,776,817,426,801
"606","ENSG00000044524.9",61,55,270,402,105,364,949,200,707
"607","ENSG00000044574.7",38152,26913,59558,63197,35007,77221,34378,29987,46692
"608","ENSG00000046604.11",9965,13902,18614,51266,30217,18021,2922,4202,7415
"609","ENSG00000046647.12",298,826,596,522,363,342,708,1099,1446
"610","ENSG00000046651.13",957,3187,1453,1898,2652,1114,1511,1359,2297
"611","ENSG00000046653.13",208,1487,817,1254,607,352,3950,1232,3572
"612","ENSG00000046774.9",11,1,0,0,30,1,3,5,0
"613","ENSG00000046889.17",51,119,101,293,19,237,4214,1017,3367
"614","ENSG00000047056.13",558,644,661,1673,592,1843,1474,1187,3043
"615","ENSG00000047188.14",936,1257,1004,1303,909,2301,1486,1063,2919
"616","ENSG00000047230.13",1042,3211,1191,1305,991,871,1349,1044,1874
"617","ENSG00000047249.15",1392,3646,2162,3187,1909,3637,3192,3549,4127
"618","ENSG00000047315.13",2896,10568,5301,8349,3300,9903,6049,3613,7097
"619","ENSG00000047346.11",729,1737,1230,2488,637,2264,2351,1693,3187
"620","ENSG00000047365.10",882,798,1536,2708,1115,7515,3227,2120,6085
"621","ENSG00000047410.12",6703,6134,7817,10682,5944,11295,10189,3653,12410
"622","ENSG00000047457.12",24,2240,1623,1414,927,6758,3540,1043,1174
"623","ENSG00000047578.11",770,1336,1055,1397,1330,1637,1656,791,2934
"624","ENSG00000047579.18",741,1929,675,1175,1059,529,1334,1150,1499
"625","ENSG00000047597.5",20,248,96,267,352,234,291,179,397
"626","ENSG00000047617.13",5,105,19,66,25,34,154,208,174
"627","ENSG00000047621.10",595,1434,978,1436,671,1123,1242,1342,1207
"628","ENSG00000047634.13",345,366,819,691,466,502,468,583,762
"629","ENSG00000047644.16",3217,2220,4599,5876,2835,3074,9695,3631,19301
"630","ENSG00000047648.20",15,98,67,137,21,112,2468,837,2462
"631","ENSG00000047662.4",111,15,8,36,80,25,16,16,52
"632","ENSG00000047849.20",6719,8544,10674,16414,7268,20196,37101,12061,43846
"633","ENSG00000047932.12",2048,2278,1684,2935,2152,5026,2943,1889,3162
"634","ENSG00000047936.9",98,374,4,23,39,4979,5411,4719,14006
"635","ENSG00000048028.10",2352,3489,1560,3409,1812,1851,1636,836,1540
"636","ENSG00000048052.20",31,268,226,709,68,391,1444,506,589
"637","ENSG00000048140.16",1448,2215,5314,3127,2666,2704,2685,2839,3557
"638","ENSG00000048162.18",797,1000,2109,1363,1053,1041,408,597,1089
"639","ENSG00000048342.14",498,496,1050,849,260,905,2749,1117,2352
"640","ENSG00000048392.10",887,1708,1375,3462,1426,3041,5018,4859,5246
"641","ENSG00000048405.8",1033,1235,904,1654,1004,2050,1610,1045,2538
"642","ENSG00000048462.9",5,143,247,215,35,187,71,132,107
"643","ENSG00000048471.12",696,12777,1036,2491,964,2326,3527,1304,5143
"644","ENSG00000048540.13",8,1262,149,54,12,1133,4694,7138,8832
"645","ENSG00000048544.5",2184,8213,2032,3689,1923,2569,2267,2152,2384
"646","ENSG00000048545.12",101,25,102,67,8,36,1,96,0
"647","ENSG00000048649.12",2360,5703,2261,4778,3478,3917,4835,1672,5036
"648","ENSG00000048707.12",1715,2539,1646,5016,2457,5416,6578,2849,12874
"649","ENSG00000048740.16",182,2148,538,2214,185,2197,8930,4103,19794
"650","ENSG00000048828.15",9615,12251,13692,19028,12074,20336,13012,6360,17106
"651","ENSG00000048991.15",2303,3130,3576,4257,2743,2097,1664,725,1541
"652","ENSG00000049089.12",109,541,357,916,1396,529,322,177,716
"653","ENSG00000049130.12",1779,5099,1402,3904,3689,4880,10921,5439,7468
"654","ENSG00000049167.12",221,412,236,461,173,411,416,424,460
"655","ENSG00000049192.13",15,83,46,176,22,123,88,71,206
"656","ENSG00000049239.11",4248,3463,3908,6155,4306,6296,10404,4004,20186
"657","ENSG00000049245.11",2394,4742,3544,6120,2763,6124,14661,9251,14015
"658","ENSG00000049246.13",119,622,288,1873,488,1241,897,1316,5018
"659","ENSG00000049247.12",0,5,3,7,0,8,8,10,9
"660","ENSG00000049249.7",73,536,186,390,46,326,173,77,401
"661","ENSG00000049283.16",2119,1555,1365,2754,1513,1843,110,44,114
"662","ENSG00000049323.14",4199,4578,3812,5809,7914,13542,13219,2785,14129
"663","ENSG00000049449.7",3407,12031,4081,11012,1714,5750,7628,4690,5578
"664","ENSG00000049540.15",106,1037,834,5037,327,3157,22332,5203,12116
"665","ENSG00000049541.9",1712,4256,3064,3216,3134,1852,1216,1701,1731
"666","ENSG00000049618.20",4460,6827,2857,4577,3813,5823,6710,2675,9551
"667","ENSG00000049656.12",5615,15796,8095,13040,26938,10608,8203,6369,14721
"668","ENSG00000049759.15",3929,8698,7728,4046,8144,6388,8555,5208,21284
"669","ENSG00000049768.13",76,329,258,669,84,240,186,29,95
"670","ENSG00000049769.11",100,107,167,399,299,296,393,206,535
"671","ENSG00000049860.12",2333,5009,3921,7130,2869,6111,8345,14524,14336
"672","ENSG00000049883.13",312,577,469,705,336,602,611,419,480
"673","ENSG00000050030.12",14,22,21,75,189,141,114,60,168
"674","ENSG00000050130.16",1343,1425,1621,2710,1366,2293,2690,3271,3100
"675","ENSG00000050165.16",1746,3184,4715,19411,5440,9111,20810,6660,19656
"676","ENSG00000050327.13",1357,889,4065,2857,1822,2921,551,384,2182
